buytotalprice,carparking,Typeofownership,Facing,Bookingamount,FurnishingStatus
849000,yes,property ownership by nomination,east,1500,Semi furnished
829000,yes,property ownership by nomination,east,1500,Semi furnished
729000,yes,property ownership by nomination,east,1500,Semi furnished
1495000,yes,property ownership by nomination,east,1500,Semi furnished
1595000,yes,property ownership by nomination,east,1500,Semi furnished
1375000,yes,property ownership by nomination,east,3000,Semi furnished
850000,yes,property ownership by nomination,east,3001,Semi furnished
1895000,yes,property ownership by nomination,east,3002,Semi furnished
1298000,yes,property ownership by nomination,east,3003,Semi furnished
950000,yes,property ownership by nomination,east,3004,Semi furnished
549000,yes,property ownership by nomination,east,3005,Semi furnished
899000,yes,property ownership by nomination,east,3006,Semi furnished
2795000,yes,property ownership by nomination,east,3007,Semi furnished
659000,yes,property ownership by nomination,east,3008,Semi furnished
1249000,yes,property ownership by nomination,east,3009,Semi furnished
1750000,yes,property ownership by nomination,east,3010,Semi furnished
1995000,yes,property ownership by nomination,east,3011,Semi furnished
1395000,yes,property ownership by nomination,east,3012,Semi furnished
1380000,yes,property ownership by nomination,east,3013,Semi furnished
2199000,yes,property ownership by nomination,east,3014,Semi furnished
988000,yes,property ownership by nomination,east,3015,Semi furnished
2995000,yes,property ownership by nomination,east,3016,Semi furnished
2445000,yes,property ownership by nomination,east,3017,Semi furnished
1250000,yes,property ownership by nomination,east,3018,Semi furnished
985000,yes,property ownership by nomination,east,3019,Semi furnished
1295000,yes,property ownership by nomination,east,3020,Semi furnished
998000,yes,property ownership by nomination,east,3021,Semi furnished
474999,yes,property ownership by nomination,east,3022,Semi furnished
1995000,yes,property ownership by nomination,east,3023,Semi furnished
463876,yes,property ownership by nomination,east,3024,Semi furnished
880000,yes,property ownership by nomination,east,3025,Semi furnished
798000,yes,property ownership by nomination,east,3026,Semi furnished
789000,yes,property ownership by nomination,east,3027,Semi furnished
575000,yes,property ownership by nomination,east,3028,Semi furnished
925000,yes,property ownership by nomination,east,3029,Semi furnished
558998,yes,property ownership by nomination,east,3030,Semi furnished
1080000,yes,property ownership by nomination,east,3031,Semi furnished
669000,yes,property ownership by nomination,east,3032,Semi furnished
749000,yes,property ownership by nomination,east,3033,Semi furnished
595000,yes,property ownership by nomination,east,3034,Semi furnished
799888,yes,property ownership by nomination,east,3035,Semi furnished
550000,yes,property ownership by nomination,east,3036,Semi furnished
798000,yes,property ownership by nomination,east,3037,Semi furnished
699800,yes,property ownership by nomination,east,3038,Semi furnished
849000,yes,property ownership by nomination,east,3039,Semi furnished
685000,yes,property ownership by nomination,east,3040,Semi furnished
569950,yes,property ownership by nomination,east,3041,Semi furnished
649950,yes,property ownership by nomination,east,3042,Semi furnished
725000,yes,property ownership by nomination,east,3043,Semi furnished
798000,yes,property ownership by nomination,east,3044,Semi furnished
1148000,yes,property ownership by nomination,east,3045,Semi furnished
988000,yes,property ownership by nomination,east,3046,Semi furnished
735000,yes,property ownership by nomination,east,3047,Semi furnished
1399000,yes,property ownership by nomination,east,3048,Semi furnished
399000,yes,property ownership by nomination,east,3049,Semi furnished
649888,yes,property ownership by nomination,east,3050,Semi furnished
1200000,yes,property ownership by nomination,east,3051,Semi furnished
749000,yes,property ownership by nomination,east,3052,Semi furnished
565000,yes,property ownership by nomination,east,3053,Semi furnished
800000,yes,property ownership by nomination,east,3054,Semi furnished
800000,yes,property ownership by nomination,east,3055,Semi furnished
1099000,yes,property ownership by nomination,east,3056,Semi furnished
599000,yes,property ownership by nomination,east,3057,Semi furnished
699000,yes,property ownership by nomination,east,3058,Semi furnished
410000,yes,property ownership by nomination,east,3059,Semi furnished
738898,yes,property ownership by nomination,east,3060,Semi furnished
708800,yes,property ownership by nomination,east,3061,Semi furnished
848800,yes,property ownership by nomination,east,3062,Semi furnished
809800,yes,property ownership by nomination,east,3063,Semi furnished
809800,yes,property ownership by nomination,east,3064,Semi furnished
807800,yes,property ownership by nomination,east,3065,Semi furnished
713800,yes,property ownership by nomination,east,3066,Semi furnished
807800,yes,property ownership by nomination,east,3067,Semi furnished
941800,yes,property ownership by nomination,east,3068,Semi furnished
789800,yes,property ownership by nomination,east,3069,Semi furnished
760000,yes,property ownership by nomination,east,3070,Semi furnished
675000,yes,property ownership by nomination,east,3071,Semi furnished
898000,yes,property ownership by nomination,east,3072,Semi furnished
795000,yes,property ownership by nomination,east,3073,Semi furnished
698000,yes,property ownership by nomination,east,3074,Semi furnished
800000,yes,property ownership by nomination,east,3075,Semi furnished
610888,yes,property ownership by nomination,east,3076,Semi furnished
899000,yes,property ownership by nomination,east,3077,Semi furnished
739800,yes,property ownership by nomination,east,3078,Semi furnished
1016900,yes,property ownership by nomination,east,3079,Semi furnished
1244239,yes,property ownership by nomination,east,3080,Semi furnished
549999,yes,property ownership by nomination,east,3081,fully furnished
1288000,yes,property ownership by nomination,east,3082,fully furnished
1069000,yes,property ownership by nomination,east,3083,fully furnished
599000,yes,property ownership by nomination,east,3084,fully furnished
515000,yes,property ownership by nomination,east,3085,fully furnished
599999,yes,property ownership by nomination,east,3086,fully furnished
680000,yes,property ownership by nomination,east,3087,fully furnished
485000,yes,property ownership by nomination,east,3088,fully furnished
540000,yes,property ownership by nomination,east,3089,fully furnished
1409900,yes,property ownership by nomination,east,3090,fully furnished
699000,yes,property ownership by nomination,east,3091,fully furnished
578000,yes,property ownership by nomination,east,3092,fully furnished
630000,yes,property ownership by nomination,east,3093,fully furnished
1198888,yes,property ownership by nomination,east,3094,fully furnished
798000,yes,property ownership by nomination,east,3095,fully furnished
449999,yes,property ownership by nomination,east,3096,fully furnished
479800,yes,property ownership by nomination,east,3097,fully furnished
689000,yes,property ownership by nomination,east,3098,fully furnished
699888,yes,property ownership by nomination,east,3099,fully furnished
888000,yes,property ownership by nomination,east,3100,fully furnished
675000,yes,property ownership by nomination,east,3101,fully furnished
799999,yes,property ownership by nomination,east,3102,fully furnished
499900,yes,property ownership by nomination,east,3103,fully furnished
1128800,yes,property ownership by nomination,east,3104,fully furnished
629000,yes,property ownership by nomination,east,3105,fully furnished
725000,yes,property ownership by nomination,east,3106,fully furnished
699000,yes,property ownership by nomination,east,3107,fully furnished
780000,yes,property ownership by nomination,east,3108,fully furnished
999888,yes,property ownership by nomination,east,3109,fully furnished
559888,yes,property ownership by nomination,east,3110,fully furnished
1399888,yes,property ownership by nomination,east,3111,fully furnished
1100000,yes,property ownership by nomination,east,3112,fully furnished
495000,yes,property ownership by nomination,east,3113,fully furnished
808000,yes,property ownership by nomination,east,3114,fully furnished
669000,yes,property ownership by nomination,east,3115,fully furnished
1399039,yes,property ownership by nomination,east,3116,fully furnished
1205132,yes,property ownership by nomination,east,3117,fully furnished
1264982,yes,property ownership by nomination,east,3118,fully furnished
459950,yes,property ownership by nomination,east,3119,fully furnished
1348888,yes,property ownership by nomination,east,3120,fully furnished
838000,yes,property ownership by nomination,east,3121,fully furnished
535000,yes,property ownership by nomination,east,3122,fully furnished
449888,yes,property ownership by nomination,east,3123,fully furnished
850000,yes,property ownership by nomination,east,3124,fully furnished
799950,yes,property ownership by nomination,east,3125,fully furnished
999999,yes,property ownership by nomination,east,3126,fully furnished
798000,yes,property ownership by nomination,east,3127,fully furnished
759000,yes,property ownership by nomination,west,3128,fully furnished
749999,yes,property ownership by nomination,west,3129,fully furnished
749950,yes,property ownership by nomination,west,3130,fully furnished
1199800,yes,property ownership by nomination,west,3131,fully furnished
1025000,yes,property ownership by nomination,west,3132,fully furnished
1068000,yes,property ownership by nomination,west,3133,fully furnished
900000,yes,property ownership by nomination,west,3134,fully furnished
479900,no,property ownership by nomination,west,3135,fully furnished
1085000,no,property ownership by nomination,west,3136,fully furnished
585000,no,property ownership by nomination,west,3137,fully furnished
479880,no,property ownership by nomination,west,3138,fully furnished
699999,no,property ownership by nomination,west,3139,fully furnished
650000,no,property ownership by nomination,west,3140,fully furnished
475000,no,property ownership by nomination,west,3141,fully furnished
949000,no,property ownership by nomination,west,3142,fully furnished
599000,no,property ownership by nomination,west,3143,fully furnished
1300000,no,property ownership by nomination,west,3144,fully furnished
175000,no,property ownership by nomination,west,3145,fully furnished
480000,no,property ownership by nomination,west,3146,fully furnished
289999,no,property ownership by nomination,west,3147,fully furnished
299500,no,property ownership by nomination,west,3148,fully furnished
260000,no,property ownership by nomination,west,3149,fully furnished
330000,no,property ownership by nomination,west,3150,fully furnished
405000,no,property ownership by nomination,west,3151,fully furnished
449900,no,property ownership by nomination,west,3152,fully furnished
397000,no,property ownership by nomination,west,3153,fully furnished
290000,no,property ownership by nomination,west,3154,fully furnished
385000,no,property ownership by nomination,west,3155,fully furnished
225000,no,property ownership by nomination,west,3156,fully furnished
459900,no,property ownership by nomination,west,3157,fully furnished
238000,no,property ownership by nomination,west,3158,fully furnished
204900,no,property ownership by nomination,west,3159,fully furnished
310000,no,property ownership by nomination,west,3160,fully furnished
487500,no,property ownership by nomination,west,3161,fully furnished
275000,no,property ownership by nomination,west,3162,fully furnished
8995000,no,property ownership by nomination,west,3163,fully furnished
255000,no,property ownership by nomination,west,3164,fully furnished
409888,no,property ownership by nomination,west,3165,fully furnished
279000,no,property ownership by nomination,west,3166,fully furnished
220000,no,property ownership by nomination,west,3167,fully furnished
265000,no,property ownership by nomination,west,3168,fully furnished
232000,no,property ownership by nomination,west,3169,fully furnished
238000,no,property ownership by nomination,west,3170,fully furnished
235000,no,property ownership by nomination,west,3171,fully furnished
333000,no,property ownership by nomination,west,3172,fully furnished
237000,no,property ownership by nomination,west,3173,fully furnished
300000,no,property ownership by nomination,west,3174,fully furnished
1249000,no,property ownership by nomination,west,3175,fully furnished
170000,no,property ownership by nomination,west,3176,fully furnished
339000,no,property ownership by nomination,west,3177,fully furnished
250000,no,property ownership by nomination,west,3178,fully furnished
242000,no,property ownership by nomination,west,3179,fully furnished
298900,no,property ownership by nomination,west,3180,fully furnished
177000,no,property ownership by nomination,west,3181,fully furnished
229900,no,property ownership by nomination,west,3182,fully furnished
364900,no,property ownership by nomination,west,3183,fully furnished
259000,no,property ownership by nomination,west,3184,fully furnished
319000,no,property ownership by nomination,west,3185,fully furnished
255888,no,property ownership by nomination,west,3186,fully furnished
290000,no,property ownership by nomination,west,3187,fully furnished
214900,no,property ownership by nomination,west,3188,fully furnished
265000,no,property ownership by nomination,west,3189,fully furnished
220000,no,property ownership by nomination,west,3190,fully furnished
170000,no,property ownership by nomination,west,3191,fully furnished
240000,no,property ownership by nomination,west,3192,fully furnished
335000,no,property ownership by nomination,west,3193,fully furnished
207500,no,property ownership by nomination,west,3194,fully furnished
175000,no,property ownership by nomination,west,3195,fully furnished
225000,no,property ownership by nomination,west,3196,fully furnished
360000,no,property ownership by nomination,west,3197,fully furnished
530000,no,property ownership by nomination,west,3198,fully furnished
249900,no,property ownership by nomination,west,3199,fully furnished
319900,no,property ownership by nomination,west,3200,fully furnished
215000,no,property ownership by nomination,west,3201,fully furnished
299900,no,property ownership by nomination,west,3202,fully furnished
3500000,no,property ownership by nomination,west,3203,fully furnished
260000,no,property ownership by nomination,west,3204,fully furnished
549000,no,property ownership by nomination,west,3205,fully furnished
240000,no,property ownership by nomination,west,3206,fully furnished
455000,no,property ownership by nomination,west,3207,fully furnished
190000,no,property ownership by nomination,west,3208,fully furnished
249995,no,property ownership by nomination,west,3209,fully furnished
499000,no,property ownership by nomination,west,3210,fully furnished
205000,no,property ownership by nomination,west,3211,fully furnished
249000,no,property ownership by nomination,west,3212,fully furnished
205000,no,property ownership by nomination,west,3213,fully furnished
190000,no,property ownership by nomination,west,3214,fully furnished
239999,no,property ownership by nomination,west,3215,fully furnished
480000,no,property ownership by nomination,west,3216,fully furnished
265000,no,property ownership by nomination,west,3217,fully furnished
149900,no,property ownership by nomination,west,3218,fully furnished
245000,no,property ownership by nomination,west,3219,fully furnished
175000,no,property ownership by nomination,west,3220,fully furnished
200000,no,property ownership by nomination,west,3221,fully furnished
280000,no,property ownership by nomination,west,3222,fully furnished
287000,no,property ownership by nomination,west,3223,fully furnished
199900,no,property ownership by nomination,west,3224,fully furnished
549900,no,property ownership by nomination,west,3225,fully furnished
398888,no,property ownership by nomination,west,3226,fully furnished
1298000,no,property ownership by nomination,west,3227,fully furnished
255000,no,property ownership by nomination,west,3228,fully furnished
599999,no,property ownership by nomination,west,3229,fully furnished
226000,no,property ownership by nomination,west,3230,fully furnished
375000,no,property ownership by nomination,west,3231,fully furnished
259000,no,property ownership by nomination,west,3232,fully furnished
360000,no,property ownership by nomination,west,3233,fully furnished
305000,no,property ownership by nomination,west,3234,fully furnished
184999,no,property ownership by nomination,west,3235,fully furnished
239999,no,property ownership by nomination,west,3236,fully furnished
525000,no,property ownership by nomination,west,3237,fully furnished
209000,no,property ownership by nomination,west,3238,fully furnished
250000,no,property ownership by nomination,west,3239,fully furnished
299999,no,property ownership by nomination,west,3240,fully furnished
415000,no,property ownership by nomination,west,3241,fully furnished
215000,no,property ownership by nomination,west,3242,fully furnished
370000,no,property ownership by nomination,west,3243,fully furnished
239900,no,property ownership by nomination,west,3244,fully furnished
295000,no,property ownership by nomination,west,3245,fully furnished
220000,no,property ownership by nomination,west,3246,fully furnished
620000,no,property ownership by nomination,west,3247,fully furnished
189000,no,property ownership by nomination,west,3248,fully furnished
249900,no,property ownership by nomination,west,3249,fully furnished
230000,no,property ownership by nomination,west,3250,fully furnished
449000,no,property ownership by nomination,west,3251,fully furnished
430000,no,property ownership by nomination,west,3252,fully furnished
200000,no,property ownership by nomination,west,3253,fully furnished
218000,no,property ownership by nomination,west,3254,fully furnished
464000,no,property ownership by nomination,west,3255,fully furnished
495000,no,property ownership by nomination,west,3256,fully furnished
344900,no,property ownership by nomination,west,3257,fully furnished
249800,no,property ownership by nomination,west,3258,fully furnished
899000,no,property ownership by nomination,west,3259,fully furnished
335000,no,property ownership by nomination,west,3260,fully furnished
580000,no,property ownership by nomination,west,3261,fully furnished
248000,no,property ownership by nomination,west,3262,fully furnished
195000,no,property ownership by nomination,west,3263,fully furnished
495000,no,property ownership by nomination,west,3264,fully furnished
879900,no,property ownership by nomination,west,3265,fully furnished
249000,no,property ownership by nomination,west,3266,fully furnished
599000,no,property ownership by nomination,west,3267,fully furnished
430000,no,property ownership by nomination,west,3268,fully furnished
495000,no,property ownership by nomination,west,3269,fully furnished
375000,no,property ownership by nomination,west,3270,fully furnished
485000,no,property ownership by nomination,west,3271,fully furnished
1099000,no,property ownership by nomination,west,3272,fully furnished
400000,no,property ownership by nomination,west,3273,fully furnished
370000,no,property ownership by nomination,west,3274,fully furnished
345000,no,property ownership by nomination,west,3275,fully furnished
579000,no,property ownership by nomination,west,3276,fully furnished
525000,no,property ownership by nomination,west,3277,fully furnished
3600000,no,property ownership by nomination,west,3278,fully furnished
385000,no,property ownership by nomination,west,3279,fully furnished
595240,no,property ownership by nomination,west,3280,fully furnished
650000,no,property ownership by nomination,west,3281,fully furnished
370000,no,property ownership by nomination,west,3282,fully furnished
575000,no,property ownership by nomination,west,3283,fully furnished
375000,no,property ownership by nomination,west,3284,fully furnished
675000,no,property ownership by nomination,west,3285,fully furnished
524990,no,property ownership by nomination,west,3286,fully furnished
499800,no,property ownership by nomination,west,3287,fully furnished
549965,no,property ownership by nomination,west,3288,fully furnished
293000,no,property ownership by nomination,west,3289,fully furnished
338049,no,property ownership by nomination,west,3290,fully furnished
947000,no,property ownership by nomination,west,3291,fully furnished
725000,no,property ownership by nomination,west,3292,fully furnished
509725,no,property ownership by nomination,west,3293,fully furnished
350000,no,property ownership by nomination,west,3294,fully furnished
600000,no,property ownership by nomination,west,3295,fully furnished
289500,no,property ownership by nomination,west,3296,fully furnished
324900,no,property ownership by nomination,west,3297,fully furnished
1189000,no,property ownership by nomination,west,3298,fully furnished
433801,no,property ownership by nomination,west,3299,fully furnished
489000,no,property ownership by nomination,west,3300,fully furnished
563268,no,property ownership by nomination,west,3301,fully furnished
480990,no,property ownership by nomination,west,3302,fully furnished
1650000,no,property ownership by nomination,west,3303,fully furnished
995000,no,property ownership by nomination,west,3304,fully furnished
374999,no,property ownership by nomination,west,3305,fully furnished
495000,no,property ownership by nomination,west,3306,fully furnished
271000,no,property ownership by nomination,west,3307,fully furnished
464900,no,property ownership by nomination,west,3308,fully furnished
199999,no,property ownership by nomination,west,3309,fully furnished
405000,no,property ownership by nomination,west,3310,fully furnished
424900,no,property ownership by nomination,west,3311,fully furnished
184900,no,property ownership by nomination,west,3312,fully furnished
130000,no,property ownership by nomination,west,3313,fully furnished
374900,no,property ownership by nomination,west,3314,fully furnished
199900,no,property ownership by nomination,west,3315,fully furnished
434900,no,property ownership by nomination,west,3316,fully furnished
105000,no,property ownership by nomination,west,3317,fully furnished
169900,no,property ownership by nomination,west,3318,fully furnished
364900,no,property ownership by nomination,west,3319,fully furnished
139999,no,property ownership by nomination,west,3320,fully furnished
219900,no,property ownership by nomination,west,3321,fully furnished
279000,no,property ownership by nomination,west,3322,fully furnished
389000,no,property ownership by nomination,west,3323,fully furnished
775000,no,property ownership by nomination,west,3324,fully furnished
285000,no,property ownership by nomination,west,3325,fully furnished
218000,no,property ownership by nomination,west,3326,fully furnished
237000,no,property ownership by nomination,south,3327,fully furnished
84000,no,property ownership by nomination,south,3328,fully furnished
69900,no,property ownership by nomination,south,3329,fully furnished
430000,no,property ownership by nomination,south,3330,fully furnished
429000,no,property ownership by nomination,south,3331,fully furnished
275000,no,property ownership by nomination,south,3332,fully furnished
225000,no,property ownership by nomination,south,3333,fully furnished
284900,no,property ownership by nomination,south,3334,fully furnished
689000,no,property ownership by nomination,south,3335,fully furnished
369900,no,property ownership by nomination,south,3336,fully furnished
279900,no,property ownership by nomination,south,3337,fully furnished
250000,no,property ownership by nomination,south,3338,fully furnished
354000,no,property ownership by nomination,south,3339,fully furnished
172500,no,property ownership by nomination,south,3340,fully furnished
754900,no,property ownership by nomination,south,3341,fully furnished
395000,no,property ownership by nomination,south,3342,fully furnished
299900,no,property ownership by nomination,south,3343,fully furnished
200000,no,property ownership by nomination,south,3344,fully furnished
398500,no,property ownership by nomination,south,3345,fully furnished
280000,no,property ownership by nomination,south,3346,fully furnished
365000,no,property ownership by nomination,south,3347,fully furnished
2250000,no,property ownership by nomination,south,3348,fully furnished
1075000,no,property ownership by nomination,south,3349,fully furnished
379000,no,property ownership by nomination,south,3350,fully furnished
950000,no,property ownership by nomination,south,3351,fully furnished
599900,no,property ownership by nomination,south,3352,fully furnished
489000,no,property ownership by nomination,south,3353,fully furnished
649900,no,property ownership by nomination,south,3354,fully furnished
535000,no,property ownership by nomination,south,3355,fully furnished
450000,no,property ownership by nomination,south,3356,fully furnished
2995000,no,property ownership by nomination,south,3357,fully furnished
820000,no, individual,south,3358,fully furnished
3750000,no, individual,south,3359,fully furnished
400000,no, individual,south,3360,fully furnished
1760000,no, individual,south,3361,fully furnished
404750,no, individual,south,3362,fully furnished
495000,no, individual,south,3363,fully furnished
399000,no, individual,south,3364,fully furnished
3399000,no, individual,south,3365,fully furnished
424900,no, individual,south,3366,fully furnished
294700,no, individual,south,3367,fully furnished
2400000,no, individual,south,3368,fully furnished
4300000,no, individual,south,3369,fully furnished
549000,no, individual,south,3370,fully furnished
469000,no, individual,south,3371,fully furnished
585000,no, individual,south,3372,fully furnished
385000,no, individual,south,3373,fully furnished
418000,no, individual,south,3374,fully furnished
399900,no, individual,south,3375,fully furnished
409900,no, individual,south,3376,fully furnished
540000,no, individual,south,3377,fully furnished
1100000,no, individual,south,3378,fully furnished
875000,no, individual,south,3379,fully furnished
1070000,no, individual,south,3380,fully furnished
439900,no, individual,south,3381,fully furnished
672500,no, individual,south,3382,fully furnished
199900,no, individual,south,3383,fully furnished
699999,no, individual,south,3384,fully furnished
435000,no, individual,south,3385,fully furnished
550000,no, individual,south,3386,fully furnished
925000,no, individual,south,3387,fully furnished
300000,no, individual,south,3388,fully furnished
460000,no, individual,south,3389,fully furnished
725000,no, individual,south,3390,fully furnished
205000,no, individual,south,3391,fully furnished
425000,no, individual,south,3392,fully furnished
749000,no, individual,south,3393,fully furnished
369000,no, individual,south,3394,fully furnished
411000,no, individual,south,3395,fully furnished
375000,no, individual,south,3396,fully furnished
199950,no, individual,south,3397,fully furnished
210000,no, individual,south,3398,fully furnished
319990,no, individual,south,3399,fully furnished
70000,no, individual,south,3400,fully furnished
81000,no, individual,south,3401,fully furnished
379900,no, individual,south,3402,fully furnished
369900,no, individual,south,3403,fully furnished
375000,no, individual,south,3404,fully furnished
255000,no, individual,south,3405,fully furnished
325000,no, individual,south,3406,fully furnished
399900,no, individual,south,3407,fully furnished
147000,no, individual,south,3408,fully furnished
499750,no, individual,south,3409,fully furnished
475000,no, individual,south,3410,fully furnished
446500,no, individual,south,3411,fully furnished
699000,no, individual,south,3412,fully furnished
110000,no, individual,south,3413,fully furnished
420000,no, individual,south,3414,fully furnished
687990,no, individual,south,3415,fully furnished
475000,no, individual,south,3416,fully furnished
242000,no, individual,south,3417,fully furnished
585900,no, individual,south,3418,fully furnished
385000,no, individual,south,3419,fully furnished
450000,no, individual,south,3420,fully furnished
170000,no, individual,south,3421,fully furnished
221900,no, individual,south,3422,fully furnished
549000,no, individual,south,3423,fully furnished
279900,no, individual,south,3424,fully furnished
385000,no, individual,south,3425,fully furnished
724500,no, individual,south,3426,fully furnished
1450000,no, individual,south,3427,fully furnished
635000,no, individual,south,3428,fully furnished
500000,no, individual,south,3429,fully furnished
824900,no, individual,south,3430,fully furnished
1250000,no, individual,south,3431,fully furnished
439500,no, individual,south,3432,fully furnished
798000,no, individual,south,3433,fully furnished
410000,no, individual,south,3434,fully furnished
279000,no, individual,south,3435,fully furnished
340900,no, individual,south,3436,fully furnished
1499999,no, individual,south,3437,fully furnished
280000,no, individual,south,3438,fully furnished
335000,no, individual,south,3439,fully furnished
389999,no, individual,south,3440,fully furnished
341000,no, individual,south,3441,fully furnished
345000,no, individual,south,3442,fully furnished
844000,no, individual,south,3443,fully furnished
424900,no, individual,south,3444,fully furnished
1295000,no, individual,south,3445,fully furnished
1450000,no, individual,south,3446,fully furnished
399000,no, individual,south,3447,fully furnished
425000,no, individual,south,3448,fully furnished
485000,no, individual,south,3449,fully furnished
799500,no, individual,south,3450,fully furnished
549900,no, individual,south,3451,fully furnished
283000,no, individual,south,3452,fully furnished
185000,no, individual,south,3453,fully furnished
799000,no, individual,south,3454,fully furnished
419555,no, individual,south,3455,fully furnished
404894,no, individual,south,3456,fully furnished
419000,no, individual,south,3457,fully furnished
397225,no, individual,south,3458,fully furnished
397737,no, individual,south,3459,fully furnished
450000,no, individual,south,3460,fully furnished
825000,no, individual,south,3461,fully furnished
575000,no, individual,south,3462,fully furnished
399781,no, individual,south,3463,fully furnished
1595000,no, individual,south,3464,fully furnished
239000,no, individual,south,3465,fully furnished
450000,no, individual,south,3466,fully furnished
369900,no, individual,south,3467,fully furnished
279900,no, individual,south,3468,fully furnished
179900,no, individual,south,3469,fully furnished
300000,no, individual,south,3470,fully furnished
565000,no, individual,south,3471,fully furnished
225000,no, individual,south,3472,fully furnished
249000,no, individual,south,3473,fully furnished
250000,no, individual,south,3474,fully furnished
160000,no, individual,south,3475,fully furnished
125000,no, individual,south,3476,fully furnished
225000,no, individual,south,3477,fully furnished
289000,yes, individual,south,3478,fully furnished
259900,yes, individual,south,3479,fully furnished
349900,yes, individual,south,3480,fully furnished
574000,yes, individual,south,3481,fully furnished
242900,yes, individual,south,3482,fully furnished
190000,yes, individual,south,3483,fully furnished
299000,yes, individual,south,3484,fully furnished
129900,yes, individual,south,3485,fully furnished
452500,yes, individual,south,3486,fully furnished
350000,yes, individual,south,3487,fully furnished
269900,yes, individual,south,3488,fully furnished
399000,yes, individual,south,3489,fully furnished
415000,yes, individual,south,3490,fully furnished
300000,yes, individual,south,3491,fully furnished
99000,yes, individual,south,3493,fully furnished
320000,yes, individual,south,3494,fully furnished
160000,yes, individual,south,3495,fully furnished
195000,yes, individual,south,3497,fully furnished
350000,yes, individual,south,3499,fully furnished
725000,yes, individual,south,3500,fully furnished
293607,yes, individual,south,3501,fully furnished
339000,yes, individual,south,3502,fully furnished
699000,yes, individual,south,3503,fully furnished
103900,yes, individual,south,3504,fully furnished
98000,yes, individual,south,3505,fully furnished
115000,yes, individual,south,3506,fully furnished
95000,yes, individual,south,3507,fully furnished
120000,yes, individual,south,3508,fully furnished
94900,yes, individual,south,3509,fully furnished
94500,yes, individual,south,3510,fully furnished
104900,yes, individual,south,3511,fully furnished
157000,yes, individual,south,3514,fully furnished
219000,yes, individual,south,3515,fully furnished
779000,yes, individual,south,3516,fully furnished
659900,yes, individual,south,3517,fully furnished
1299900,yes, individual,south,3518,fully furnished
469000,yes, individual,south,3519,fully furnished
329900,yes, individual,south,3520,fully furnished
319900,yes, individual,south,3521,fully furnished
329000,yes, individual,south,3522,fully furnished
399999,yes, individual,south,3523,fully furnished
469900,yes, individual,south,3524,fully furnished
379900,yes, individual,south,3525,fully furnished
335000,yes, individual,south,3526,fully furnished
399000,yes, individual,south,3527,fully furnished
425000,yes, individual,south,3528,fully furnished
600000,yes, individual,south,3529,fully furnished
418000,yes, individual,south,3530,fully furnished
724900,yes, individual,south,3531,fully furnished
479000,yes, individual,south,3532,fully furnished
65000,yes, individual,south,3533,fully furnished
399000,yes, individual,south,3534,fully furnished
264500,yes, individual,south,3535,fully furnished
529770,yes, individual,south,3536,fully furnished
475000,yes, individual,south,3537,fully furnished
289950,yes, individual,south,3538,fully furnished
399000,yes, individual,south,3539,fully furnished
374000,yes, individual,south,3540,fully furnished
449000,yes, individual,south,3541,fully furnished
735000,yes, individual,south,3542,fully furnished
775000,yes, individual,south,3543,fully furnished
575000,yes, individual,south,3544,fully furnished
350000,yes, individual,south,3545,fully furnished
485000,yes, individual,south,3546,fully furnished
415000,yes, individual,south,3547,fully furnished
605000,yes, individual,south,3548,fully furnished
899000,yes, individual,south,3549,fully furnished
260000,yes, individual,south,3550,fully furnished
359000,yes, individual,south,3551,fully furnished
619900,yes, individual,south,3552,fully furnished
218900,yes, individual,south,3553,fully furnished
510000,yes, individual,south,3554,fully furnished
258000,yes, individual,south,3555,fully furnished
625000,yes, individual,south,3556,fully furnished
315000,yes, individual,south,3557,fully furnished
505000,yes, individual,south,3558,fully furnished
210000,yes, individual,south,3559,fully furnished
384999,yes, individual,south,3560,fully furnished
747990,yes, individual,south,3561,fully furnished
479990,yes, individual,south,3562,fully furnished
360000,yes, individual,south,3563,fully furnished
454990,yes, individual,south,3564,fully furnished
849000,yes, individual,south,3565,fully furnished
479990,yes, individual,south,3566,fully furnished
435000,yes, individual,south,3567,fully furnished
465000,yes, individual,south,3568,fully furnished
708000,yes, individual,south,3569,fully furnished
485000,yes, individual,south,3570,fully furnished
236000,yes, individual,south,3571,fully furnished
399000,yes, individual,south,3572,fully furnished
543000,yes, individual,south,3573,fully furnished
329900,yes, individual,south,3574,fully furnished
339000,yes, individual,south,3575,fully furnished
1399000,yes, individual,south,3576,fully furnished
305000,yes, individual,south,3577,fully furnished
1060000,yes, individual,south,3578,fully furnished
349000,yes, individual,south,3579,fully furnished
459000,yes, individual,south,3580,fully furnished
875000,yes, individual,south,3581,fully furnished
1150000,yes, individual,south,3582,fully furnished
400000,yes, individual,south,3583,fully furnished
800000,yes, individual,south,3584,fully furnished
450000,yes, individual,south,3585,fully furnished
655000,yes, individual,south,3586,fully furnished
354999,yes, individual,south,3587,fully furnished
724900,yes, individual,south,3588,fully furnished
724900,yes, individual,south,3589,fully furnished
424900,yes, individual,south,3590,fully furnished
430000,yes, individual,south,3591,fully furnished
925000,yes, individual,south,3592,fully furnished
339000,yes, individual,south,3593,fully furnished
4250000,yes, individual,south,3594,fully furnished
462000,yes, individual,south,3595,fully furnished
1775000,yes, individual,south,3596,fully furnished
559685,yes, individual,south,3597,fully furnished
