CarpetArea,Pricepersqft,priceinr,Status,YearBuilt,floor
1106,1129,93843,Ready,2015,5
593,287,23856,Ready,2015,5
1343,252,20947,Ready,2015,5
862,290,24105,Ready,2015,5
816,297,24687,Ready,2015,5
1198,249,20697,Ready,2015,5
695,255,21196,Ready,2015,5
776,296,24604,Ready,2015,5
974,375,31170,Ready,2015,5
1136,228,18952,Ready,2015,5
1038,263,21861,Ready,2015,5
1396,243,20199,Ready,2015,5
996,378,31420,Ready,2015,5
1180,211,17539,Ready,2015,5
876,259,21529,Ready,2015,5
1053,295,24521,Ready,2015,5
876,280,23274,Ready,2015,5
774,498,41394,Ready,2015,5
1008,377,31337,Ready,2015,5
1208,416,34578,Ready,2015,5
945,283,23523,Ready,2015,5
724,288,23939,Ready,2015,5
942,230,19118,Ready,2015,5
847,271,22526,Ready,2015,5
1054,227,18869,Ready,2015,5
987,191,15876,Ready,2015,5
1279,247,20531,Ready,2015,5
1122,349,29009,Ready,2015,5
1183,292,24272,Ready,2015,5
2094,2260,187852,Ready,2015,5
981,234,19451,Ready,2015,5
1295,469,38984,Ready,2015,5
1186,254,21113,Ready,2015,5
1805,312,25934,Ready,2015,5
806,337,28012,Ready,2015,5
963,216,17954,Ready,2015,5
874,248,20614,Ready,2015,5
1050,313,26017,Ready,2015,5
1026,267,22194,Ready,2015,5
1050,252,20947,Ready,2015,5
849,243,20199,Ready,2015,5
1071,1129,93843,Ready,2015,5
1183,287,23856,Ready,2015,5
1053,252,20947,Ready,2015,5
668,290,24105,Ready,2015,5
998,297,24687,Ready,2015,5
774,249,20697,Ready,2015,5
1068,255,21196,Ready,2015,5
1127,296,24604,Ready,2015,5
1053,375,31170,Ready,2015,5
636,228,18952,Ready,2015,5
1038,263,21861,Ready,2015,5
1067,243,20199,Ready,2015,5
542,378,31420,Ready,2015,5
1612,211,17539,Ready,2015,5
998,259,21529,Ready,2015,5
2455,295,24521,Ready,2015,5
987,280,23274,Ready,2015,5
1337,498,41394,Ready,2015,5
1190,377,31337,Ready,2015,5
1417,416,34578,Ready,2015,5
1394,283,23523,Ready,2015,5
620,288,23939,Ready,2015,5
853,230,19118,Ready,2015,5
1546,271,22526,Ready,2015,5
922,227,18869,Ready,2015,5
980,191,15876,Ready,2015,5
1610,247,20531,Ready,2015,5
1125,349,29009,Ready,2015,5
728,292,24272,Ready,2015,5
1376,2260,187852,Ready,2015,5
1008,234,19451,Ready,2015,5
1245,469,38984,Ready,2015,5
1015,254,21113,Ready,2015,5
1856,312,25934,Ready,2015,5
684,337,28012,Ready,2015,5
1053,216,17954,Ready,2015,5
1047,248,20614,Ready,2015,5
1209,313,26017,Ready,2015,5
1202,267,22194,Ready,2015,5
980,252,20947,Ready,2015,5
920,243,20199,Ready,2015,5
1333,1129,93843,Ready,2015,5
1333,287,23856,Ready,2015,5
1282,252,20947,Ready,2015,5
978,290,24105,Ready,2015,5
1394,297,24687,Ready,2015,5
1269,249,20697,Ready,2015,5
1405,255,21196,Ready,2015,5
705,296,24604,Ready,2015,5
3550,248,20614,Ready,2015,5
1168,213,17705,Ready,2015,5
3449,174,14463,Ready,2015,5
2296,187,15544,Ready,2015,5
1156,428,35576,Ready,2015,5
1410,266,22110,Ready,2015,5
1873,259,21529,Ready,2015,5
5302,207,17206,Ready,2015,5
748,535,44470,Ready,2015,5
1285,288,23939,Ready,2015,5
1679,205,17040,Ready,2015,5
2777,208,17289,Ready,2015,5
1693,310,25768,Ready,2015,5
5413,665,55275,Ready,2015,5
2377,162,13466,Ready,2015,5
2599,229,19035,Ready,2015,5
1868,348,28926,Ready,2015,5
2106,176,14630,Ready,2015,5
2387,241,20032,Ready,2015,5
938,400,33248,Ready,2015,5
2511,269,22360,Ready,2015,5
2619,200,16624,Ready,2015,5
2472,202,16791,Ready,2015,5
3037,181,15045,Ready,2015,5
1094,268,22277,Ready,2015,5
1560,217,18038,Ready,2015,5
3920,242,20116,Ready,2015,5
3500,207,17206,Ready,2015,5
3000,170,14131,Ready,2015,5
1330,263,21861,Ready,2015,5
2746,218,18121,Ready,2015,5
1145,253,21030,Ready,2015,5
1052,309,25685,Ready,2015,5
2386,498,41394,Ready,2015,5
1501,289,24022,Ready,2015,5
2187,224,18619,Ready,2015,5
2095,269,22360,Ready,2015,5
2714,177,14713,Ready,2015,5
4238,389,32334,Ready,2015,5
2626,379,31503,Ready,2015,5
864,434,36075,Ready,2015,5
1701,291,24188,Ready,2015,5
1703,159,13217,Ready,2015,5
978,475,39482,Ready,2015,5
1120,179,14879,Ready,2015,5
1566,259,21529,Ready,2015,5
1672,254,21113,Ready,2015,5
1138,162,13466,Ready,2015,5
2053,63,5237,Ready,2015,5
1472,255,21196,Ready,2015,5
1056,189,15710,Ready,2015,5
2070,210,17456,Ready,2015,5
840,125,10390,Ready,2015,5
1350,126,10474,Ready,2015,5
2688,136,11305,Ready,2015,5
1152,122,10141,Ready,2015,5
1524,144,11970,Ready,2015,5
976,286,23773,Ready,2015,5
3050,128,10640,Ready,2015,5
1876,413,34329,Ready,2015,5
900,317,26350,Ready,2015,5
626,348,28926,Ready,2015,5
1585,150,12468,Ready,2015,5
1429,59,4905,Ready,2015,5
1110,63,5237,Ready,2015,5
1346,319,26516,Ready,2015,5
2139,201,16708,Ready,2015,5
3024,91,7564,Ready,2015,5
626,359,29841,Ready,2015,5
1260,226,18786,Ready,2015,5
2240,308,25601,Ready,2015,5
2627,141,11720,Ready,2015,5
1656,169,14048,Ready,2015,5
1054,237,19700,Ready,2015,5
1068,331,27513,Ready,2015,5
1158,149,12385,Ready,2015,5
1734,435,36158,Ready,2015,5
1664,237,19700,Ready,2015,5
1400,214,17788,Ready,2015,5
1390,144,11970,Ready,2015,5
1139,246,20448,Ready,2015,5
1348,271,22526,Ready,2015,5
1916,1174,97583,Ready,2015,5
2632,408,33913,Ready,2015,5
1552,244,20282,Ready,2015,5
2601,365,30339,Ready,2015,5
2235,268,22277,Ready,2015,5
2151,227,18869,Ready,2015,5
1793,362,30090,Ready,2015,5
2694,199,16541,Ready,2015,5
2370,190,15793,Ready,2015,5
8265,362,30090,Ready,2015,5
2215,370,30755,Ready,2015,5
5826,644,53530,Ready,2015,5
2253,178,14796,Ready,2015,5
2108,835,69406,Ready,2015,5
1820,222,18453,Ready,2015,5
952,520,43223,Ready,2015,5
757,527,43805,Ready,2015,5
7061,481,39981,Ready,2015,5
1299,327,27181,Ready,2015,5
1051,280,23274,Ready,2015,5
4165,576,47878,Ready,2015,5
7108,605,50288,Ready,2015,5
897,612,50870,Ready,2015,5
1020,460,38236,Ready,2015,5
1029,569,47296,Ready,2015,5
1298,297,24687,Ready,2015,5
2249,186,15461,Ready,2015,5
1880,213,17705,Ready,2015,5
1132,362,30090,Ready,2015,5
1422,380,31586,Ready,2015,5
1959,562,46714,Ready,2015,5
3211,273,22692,Ready,2015,5
2641,405,33664,Ready,2015,5
2240,196,16292,Ready,2015,5
3091,218,18121,Ready,2015,5
754,265,22027,Ready,2015,5
2054,341,28344,Ready,2015,5
1856,302,25103,Ready,2015,5
2117,260,21612,Ready,2015,5
3361,275,22858,Ready,2015,5
1108,271,22526,Ready,2015,5
2094,220,18287,Ready,2015,5
2668,272,22609,Ready,2015,5
1060,193,16043,Ready,2015,5
1052,404,33581,Ready,2015,5
2367,316,26266,Ready,2015,5
1721,214,17788,Ready,2015,5
2309,178,14796,Ready,2015,5
1311,286,23773,Ready,2015,5
1060,189,15710,Ready,2015,5
779,270,22443,Ready,2015,5
1378,232,19284,Ready,2015,5
929,75,6234,Ready,2015,5
780,104,8645,Ready,2015,5
1719,221,18370,Ready,2015,5
1554,238,19783,Ready,2015,5
1717,218,18121,Ready,2015,5
1115,229,19035,Ready,2015,5
1004,324,26931,Ready,2015,5
1708,234,19451,Ready,2015,5
825,178,14796,Ready,2015,5
1177,425,35326,Ready,2015,5
1655,287,23856,Ready,2015,5
1707,262,21778,Ready,2015,5
2191,319,26516,Ready,2015,5
642,171,14214,Ready,2015,5
1555,270,22443,Ready,2015,5
2365,291,24188,Ready,2015,5
2052,231,19201,Ready,2015,5
1388,174,14463,Ready,2015,5
2532,231,19201,Ready,2015,5
1686,228,18952,Ready,2015,5
2270,198,16458,Ready,2015,5
830,205,17040,Ready,2015,5
1107,200,16624,Ready,2015,5
1589,346,28760,Ready,2015,5
720,389,32334,Ready,2015,5
1670,263,21861,Ready,2015,5
3414,212,17622,Ready,2015,5
3378,429,35659,Ready,2015,5
2690,236,19617,Ready,2015,5
1543,324,26931,Ready,2015,5
2358,350,29092,Ready,2015,5
2154,580,48210,Ready,2015,5
1298,339,28178,Ready,2015,5
3695,216,17954,Ready,2015,5
1994,206,17123,Ready,2015,5
1076,259,21529,Ready,2015,5
1200,284,23607,Ready,2015,5
2238,670,55691,Ready,2015,5
1175,238,19783,Ready,2015,5
1673,200,16624,Ready,2015,5
1075,363,30173,Ready,2015,5
1548,220,18287,Ready,2015,5
1214,284,23607,Ready,2015,5
2250,375,31170,Ready,2015,5
1154,368,30589,Ready,2015,5
2753,470,39067,Ready,2015,5
3034,478,39732,Ready,2015,5
1113,358,29757,Ready,2015,5
2140,199,16541,Ready,2015,5
2585,188,15627,Ready,2015,5
2908,275,22858,Ready,2015,5
1404,392,32584,Ready,2015,5
1615,175,14546,Ready,2015,5
1176,157,13050,Ready,2015,5
2819,283,23523,Ready,2015,5
1895,221,18370,Ready,2015,5
1849,219,18204,Ready,2015,1
1850,226,18786,Ready,2015,1
1895,210,17456,Ready,2015,1
1895,210,17456,Ready,2015,1
1490,302,25103,Ready,2015,1
2320,356,29591,Ready,2015,1
1310,439,36490,Ready,2015,1
1849,216,17954,Ready,2015,1
3517,454,37737,Ready,2015,1
1886,258,21445,Ready,2015,1
1094,411,34163,Ready,2015,1
1485,249,20697,Ready,2015,1
1270,220,18287,Ready,2015,1
936,192,15960,Ready,2015,1
1167,257,21362,Ready,2015,1
1442,392,32584,Ready,2015,1
1023,220,18287,Ready,2015,1
1140,218,18121,Ready,2015,1
828,302,25103,Ready,2015,1
640,250,20780,Ready,2015,1
1000,125,10390,Ready,2015,1
1210,186,15461,Ready,2015,1
1106,261,21695,Ready,2015,1
1534,169,14048,Ready,2015,1
641,546,45384,Ready,2015,1
1050,547,45467,Ready,2015,1
1474,165,13715,Ready,2015,1
979,194,16126,Ready,2015,1
745,401,33332,Ready,2015,1
1367,95,7897,Ready,2015,1
1602,282,23440,Ready,2015,1
2060,170,14131,Ready,2015,1
1162,232,19284,Ready,2015,1
1609,248,20614,Ready,2015,1
1546,268,22277,Ready,2015,1
1500,200,16624,Ready,2015,1
1200,142,11804,Ready,2015,1
1680,190,15793,Ready,2015,1
763,210,17456,Ready,2015,1
1800,331,27513,Ready,2015,1
1082,305,25352,Ready,2015,1
1837,395,32833,Ready,2015,1
590,498,41394,Ready,2015,1
848,400,33248,Ready,2015,1
1773,394,32750,Ready,2015,1
500,208,17289,Ready,2015,1
1298,293,24355,Ready,2015,1
573,201,16708,Ready,2015,1
425,224,18619,Ready,2015,1
456,263,21861,Ready,2015,1
425,223,18536,Ready,2015,1
401,236,19617,Ready,2015,1
573,183,15211,Ready,2015,1
573,201,16708,Ready,2015,1
3237,68,5653,Ready,2015,1
4371,178,14796,Ready,2015,1
1638,256,21279,Ready,2015,1
2922,445,36989,Ready,2015,1
1338,351,29176,Ready,2015,1
920,359,29841,Ready,2015,1
920,348,28926,Ready,2015,1
1175,280,23274,Ready,2015,1
1100,364,30256,Ready,2015,1
1578,298,24770,Ready,2015,1
1100,345,28677,Ready,2015,1
1175,285,23690,Ready,2015,1
1872,213,17705,Ready,2015,1
1476,288,23939,Ready,2015,1
3608,190,15793,Ready,2015,1
2354,178,14796,Ready,2015,1
2321,312,25934,Ready,2015,1
1820,263,21861,Ready,2015,1
1838,239,19866,Ready,2015,1
1936,206,17123,Ready,2015,1
2024,131,10889,Ready,2015,1
1848,287,23856,Ready,2015,1
2554,186,15461,Ready,2015,1
1356,184,15295,Ready,2015,1
985,405,33664,Ready,2015,1
1341,279,23191,Ready,2015,1
2252,199,16541,Ready,2015,1
1998,343,28511,Ready,2015,1
2628,295,24521,Ready,2015,1
2723,211,17539,Ready,2015,1
1437,244,20282,Ready,2015,1
1950,249,20697,Ready,2015,1
2095,198,16458,Ready,2015,1
1560,388,32251,Ready,2015,1
1941,463,38485,Ready,2015,1
1320,197,16375,Ready,2015,1
1100,326,27098,Ready,2015,1
1827,339,28178,Ready,2015,1
1384,158,13133,Ready,2015,1
2712,188,15627,Ready,2015,1
951,271,22526,Ready,2015,1
2390,262,21778,Ready,2015,1
952,331,27513,Ready,2015,1
1882,268,22277,Ready,2015,1
1050,200,16624,Ready,2015,1
1120,344,28594,Ready,2015,1
2649,282,23440,Ready,2015,1
1400,343,28511,Ready,2015,1
1367,263,21861,Ready,2015,1
1232,369,30672,Ready,2015,1
2010,422,35077,Ready,2015,1
1411,340,28261,Ready,2015,1
1172,371,30838,Ready,2015,1
2109,220,18287,Ready,2015,1
1487,476,39566,Ready,2015,1
1734,280,23274,Ready,2015,1
849,278,23108,Ready,2015,1
1916,208,17289,Ready,2015,1
1992,273,22692,Ready,2015,1
1460,226,18786,Ready,2015,1
1126,301,25020,Ready,2015,1
2459,569,47296,Ready,2015,1
1701,295,24521,Ready,2015,1
2983,355,29508,Ready,2015,1
697,501,41644,Ready,2015,1
912,503,41810,Ready,2015,1
2435,359,29841,Ready,2015,1
3149,365,30339,Ready,2015,1
1760,227,18869,Ready,2015,1
2785,287,23856,Ready,2015,1
1650,273,22692,Ready,2015,1
1750,374,31087,Ready,2015,1
918,387,32168,Ready,2015,1
2545,285,23690,Ready,2015,1
2545,285,23690,Ready,2015,1
1176,361,30007,Ready,2015,1
1344,320,26599,Ready,2015,1
3134,295,24521,Ready,2015,1
670,506,42059,Ready,2015,1
5788,734,61011,Ready,2015,1
1932,239,19866,Ready,2015,1
4803,370,30755,Ready,2015,1
1450,386,32085,Ready,2015,1
1234,455,37820,Ready,2015,1
843,432,35908,Ready,2015,1
828,482,40064,Ready,2015,1
1886,349,29009,Ready,2015,1
689,443,36823,Ready,2015,1
2802,462,38402,Ready,2015,1
1086,506,42059,Ready,2015,1
1075,352,29259,Ready,2015,1
958,397,32999,Ready,2015,1
2314,322,26765,Ready,2015,1
634,828,68824,Ready,2015,1
3050,254,21113,Ready,2015,1
1600,309,25685,Ready,2015,1
2018,273,22692,Ready,2015,1
1572,372,30921,Ready,2015,1
2272,194,16126,Ready,2015,1
2172,253,21030,Ready,2015,1
1875,293,24355,Ready,2015,1
1602,284,23607,Ready,2015,1
1850,341,28344,Ready,2015,1
3037,258,21445,Ready,2015,1
2623,141,11720,Ready,2015,1
3552,203,16874,Ready,2015,1
1326,317,26350,Ready,2015,1
1200,133,11055,Ready,2015,1
7092,197,16375,Ready,2015,1
1790,211,17539,Ready,2015,1
1640,231,19201,Ready,2015,1
1210,296,24604,Ready,2015,1
2100,207,17206,Ready,2015,1
3350,366,30422,Ready,2015,1
414,531,44137,Ready,2015,1
2000,105,8728,Ready,2015,1
3700,202,16791,Ready,2015,1
1171,247,20531,Ready,2015,1
1430,112,9310,Ready,2015,1
2046,186,15461,Ready,2015,1
1255,163,13549,Ready,2015,1
1487,387,32168,Ready,2015,1
6293,86,7149,Ready,2015,1
1918,388,32251,Ready,2015,1
1559,275,22858,Ready,2015,1
1120,254,21113,Ready,2015,1
2683,140,11637,Ready,2015,1
2642,180,14962,Ready,2015,1
1310,191,15876,Ready,2015,1
4053,148,12302,Ready,2015,1
2475,174,14463,Ready,2015,1
1585,409,33997,Ready,2015,1
935,289,24022,Ready,2015,1
1649,327,27181,Ready,2015,1
415,518,43057,Ready,2015,1
2378,122,10141,Ready,2015,1
777,161,13383,Ready,2015,1
1150,196,16292,Ready,2015,1
1064,216,17954,Ready,2015,1
2331,386,32085,Ready,2015,1
1681,68,5653,Ready,2015,1
2000,320,26599,Ready,2015,1
1853,202,16791,Ready,2015,1
2555,137,11388,Ready,2015,1
2101,195,16209,Ready,2015,1
1229,159,13217,Ready,2015,1
3776,113,9393,Ready,2015,1
1604,187,15544,Ready,2015,1
2260,139,11554,Ready,2015,1
1242,149,12385,Ready,2015,1
2038,145,12053,Ready,2015,1
1765,193,16043,Ready,2015,1
1796,125,10390,Ready,2015,1
1207,182,15128,Ready,2015,1
1982,192,15960,Ready,2015,1
1158,243,20199,Ready,2015,1
1094,160,13300,Ready,2015,1
2703,111,9227,Ready,2015,1
1587,133,11055,Ready,2015,1
2209,179,14879,Ready,2015,1
1449,179,14879,Ready,2015,1
1711,196,16292,Ready,2015,1
1472,232,19284,Ready,2015,1
1199,242,20116,Ready,2015,1
1199,242,20116,Ready,2015,1
1785,219,18204,Ready,2015,1
3189,153,12718,Ready,2015,1
1695,127,10557,Ready,2015,1
3680,189,15710,Ready,2015,1
11600,448,37238,Ready,2015,1
2112,166,13798,Ready,2015,1
1485,182,15128,Ready,2015,1
3300,136,11305,Ready,2015,1
3361,220,18287,Ready,2015,1
2250,178,14796,Ready,2015,1
1606,202,16791,Ready,2015,1
1841,84,6983,Ready,2015,1
1530,235,19534,Ready,2015,1
1692,171,14214,Ready,2015,1
1663,138,11471,Ready,2015,1
1854,175,14546,Ready,2015,1
2022,141,11720,Ready,2015,1
1868,170,14131,Ready,2015,1
1094,160,13300,Ready,2015,1
3216,132,10972,Ready,2015,1
3300,136,11305,Ready,2015,1
1606,202,16791,Ready,2015,1
2337,113,9393,Ready,2015,1
1880,265,22027,Ready,2015,1
1509,147,12219,Ready,2015,1
2786,162,13466,Ready,2015,1
2133,164,13632,Ready,2015,1
3543,152,12635,Ready,2015,1
3028,139,11554,Ready,2015,1
2170,192,15960,Ready,2015,1
3845,126,10474,Ready,2015,1
1354,170,14131,Ready,2015,1
4700,273,22692,Ready,2015,1
2084,144,11970,Ready,2015,1
1761,192,15960,Ready,2015,1
2552,168,13965,Ready,2015,1
2634,127,10557,Ready,2015,1
1420,173,14380,Ready,2015,1
3047,167,13882,Ready,2015,1
2818,200,16624,Ready,2015,1
2652,271,22526,Ready,2015,1
1570,137,11388,Ready,2015,1
1257,199,16541,Ready,2015,1
2760,216,17954,Ready,2015,1
2660,180,14962,Ready,2015,1
1945,167,13882,Ready,2015,1
1919,180,14962,Ready,2015,1
2058,153,12718,Ready,2015,1
1327,195,16209,Ready,2015,1
2119,153,12718,Ready,2015,1
1507,149,12385,Ready,2015,1
1588,179,14879,Ready,2015,1
4496,200,16624,Ready,2015,1
1757,199,16541,Ready,2015,1
2031,143,11887,Ready,2015,1
2193,169,14048,Ready,2015,1
2333,199,16541,Ready,2015,1
1701,189,15710,Ready,2015,1
1428,735,61094,Ready,2015,1
1000,640,53197,Ready,2015,1
456,746,62008,Ready,2015,1
413,794,65998,Ready,2015,1
619,687,57104,Ready,2015,1
494,587,48792,Ready,2015,1
922,569,47296,Ready,2015,1
517,774,64335,Ready,2015,1
1008,1190,98913,Ready,2015,1
568,1319,109636,Ready,2015,1
3716,1063,88357,Ready,2015,1
844,1090,90601,Ready,2015,1
582,782,65000,Ready,2015,1
760,682,56688,Ready,2015,1
778,640,53197,Ready,2015,1
1538,796,66164,Ready,2015,1
584,890,73977,Ready,2015,1
577,780,64834,Ready,2015,1
1639,848,70486,Ready,2015,1
1894,718,59681,Ready,2015,1
448,636,52865,Ready,2015,1
911,642,53364,Ready,2015,1
700,599,49789,Ready,2015,1
960,964,80128,Ready,2015,1
654,1606,133491,Ready,2015,1
1180,318,26433,Ready,2015,1
750,840,69821,Ready,2015,1
509,1695,140889,Ready,2015,1
1652,696,57852,Ready,2015,1
1987,679,56439,Ready,2015,1
898,288,23939,Ready,2015,1
537,726,60346,Ready,2015,1
2609,721,59930,Ready,2015,1
923,899,74725,Ready,2015,1
814,424,35243,Ready,2015,1
1035,839,69738,Ready,2015,1
916,1178,97916,Ready,2015,1
1549,1927,160173,Ready,2015,1
3119,896,74476,Ready,2015,1
962,824,68491,Ready,2015,1
1355,258,21445,Ready,2015,1
961,177,14713,Ready,2015,1
2136,234,19451,Ready,2015,1
1061,302,25103,Ready,2015,1
1114,220,18287,Ready,2015,1
1018,236,19617,Ready,2015,1
1367,256,21279,Ready,2015,1
935,153,12718,Ready,2015,1
1355,295,24521,Ready,2015,1
1073,233,19367,Ready,2015,1
633,229,19035,Ready,2015,1
860,390,32417,Ready,2015,1
1064,235,19534,Ready,2015,1
750,273,22692,Ready,2015,1
2698,319,26516,Ready,2015,1
705,128,10640,Ready,2015,1
1603,109,9061,Ready,2015,1
616,307,25518,Ready,2015,1
557,144,11970,Ready,2015,1
1677,137,11388,Ready,2015,1
3059,108,8977,Ready,2015,1
1359,423,35160,Ready,2015,1
1198,117,9726,Ready,2015,1
1978,252,20947,Ready,2015,1
685,292,24272,Ready,2015,1
1145,330,27430,Ready,2015,1
1068,257,21362,Ready,2015,1
1616,263,21861,Ready,2015,1
1091,165,13715,Ready,2015,1
1570,245,20365,Ready,2015,1
1267,91,7564,Ready,2015,1
2653,241,20032,Ready,2015,1
1434,244,20282,Ready,2015,1
1775,369,30672,Ready,2015,1
1309,244,20282,Ready,2015,1
680,199,16541,Ready,2015,1
1217,275,22858,Ready,2015,1
1297,93,7731,Ready,2015,1
1236,125,10390,Ready,2015,1
1340,253,21030,Ready,2015,1
1355,258,21445,Ready,2015,1
961,177,14713,Ready,2015,1
2136,234,19451,Ready,2015,1
1061,302,25103,Ready,2015,1
1114,220,18287,Ready,2015,1
1018,236,19617,Ready,2015,1
1367,256,21279,Ready,2015,1
935,153,12718,Ready,2015,1
1355,295,24521,Ready,2015,1
1073,233,19367,Ready,2015,1
633,229,19035,Ready,2015,1
860,390,32417,Ready,2015,1
1064,235,19534,Ready,2015,1
750,273,22692,Ready,2015,1
2698,319,26516,Ready,2015,1
705,128,10640,Ready,2015,1
1603,109,9061,Ready,2015,1
616,307,25518,Ready,2015,1
557,144,11970,Ready,2015,1
1677,137,11388,Ready,2015,1
3059,108,8977,Ready,2015,1
1359,423,35160,Ready,2015,1
1198,117,9726,Ready,2015,1
1978,252,20947,Ready,2015,1
685,292,24272,Ready,2015,1
1145,330,27430,Ready,2015,1
1068,257,21362,Ready,2015,1
1616,263,21861,Ready,2015,1
1091,165,13715,Ready,2015,1
1570,245,20365,Ready,2015,1
1267,91,7564,Ready,2015,1
2653,241,20032,Ready,2015,1
1434,244,20282,Ready,2015,1
1775,369,30672,Ready,2015,1
1309,244,20282,Ready,2015,1
680,199,16541,Ready,2015,1
1217,275,22858,Ready,2015,1
1297,93,7731,Ready,2015,1
1236,125,10390,Ready,2015,1
1340,253,21030,Ready,2015,1
2340,179,14879,Ready,2015,1
1883,475,39482,Ready,2015,1
1654,163,13549,Ready,2015,1
1441,167,13882,Ready,2015,1
1461,354,29425,Ready,2015,1
1040,191,15876,Ready,2015,1
1428,140,11637,Ready,2015,1
2375,168,13965,Ready,2015,1
1844,136,11305,Ready,2015,1
684,289,24022,Ready,2015,1
900,278,23108,Ready,2015,1
1708,143,11887,Ready,2021,1
2159,148,12302,Ready,2021,1
2200,227,18869,Ready,2021,1
1576,137,11388,Ready,2021,1
1450,224,18619,Ready,2021,1
1716,108,8977,Ready,2021,1
1710,187,15544,Ready,2021,1
1975,101,8396,Ready,2021,1
1217,424,35243,Ready,2021,1
984,436,36241,Ready,2021,1
1683,128,10640,Ready,2021,1
1310,152,12635,Ready,2021,1
1212,194,16126,Ready,2021,1
1127,149,12385,Ready,2021,1
1260,171,14214,Ready,2021,1
2000,113,9393,Ready,2021,1
1485,92,7648,Ready,2021,1
1393,420,34911,Ready,2021,1
1407,420,34911,Ready,2021,1
995,450,37404,Ready,2021,1
1337,104,8645,Ready,2021,1
1500,123,10224,Ready,2021,1
2156,109,9061,Ready,2021,1
995,482,40064,Ready,2021,1
1245,184,15295,Ready,2021,1
1494,164,13632,Ready,2021,1
934,252,20947,Ready,2021,1
993,151,12552,Ready,2021,1
1461,184,15295,Ready,2021,1
325,385,32002,Ready,2021,1
1553,83,6899,Ready,2021,1
1056,142,11804,Ready,2021,1
635,315,26183,Ready,2021,1
1253,102,8479,Ready,2021,1
1119,237,19700,Ready,2021,1
789,520,43223,Ready,2021,1
751,506,42059,Ready,2021,1
1178,165,13715,Ready,2021,1
1249,72,5985,Ready,2021,1
2698,574,47711,Ready,2021,1
2507,269,22360,Ready,2021,1
1773,479,39815,Ready,2021,1
1613,96,7980,Ready,2021,1
1026,244,20282,Ready,2021,1
1158,104,8645,Ready,2021,1
1056,76,6318,Ready,2021,1
1770,452,37571,Ready,2021,1
1054,71,5902,Ready,2021,1
1138,114,9476,Ready,2021,1
1439,277,23025,Ready,2021,1
561,342,28428,Ready,2021,1
765,320,26599,Ready,2021,1
1084,157,13050,Ready,2021,1
1490,354,29425,Ready,2021,1
2228,224,18619,Ready,2021,1
1253,125,10390,Ready,2021,1
937,405,33664,Ready,2021,1
1413,552,45883,Ready,2021,1
1280,332,27596,Ready,2021,1
1114,117,9726,Ready,2021,1
1558,103,8562,Ready,2021,1
800,294,24438,Ready,2021,1
2600,381,31669,Ready,2021,1
1328,320,26599,Ready,2021,1
958,167,13882,Ready,2021,1
1040,106,8811,Ready,2021,1
1040,152,12635,Ready,2021,1
1512,456,37903,Ready,2021,1
1825,257,21362,Ready,2021,1
1074,354,29425,Ready,2021,1
850,370,30755,Ready,2021,1
765,372,30921,Ready,2021,1
642,448,37238,Ready,2021,1
1546,365,30339,Ready,2021,1
1166,429,35659,Ready,2021,1
913,356,29591,Ready,2021,1
938,320,26599,Ready,2021,1
1005,268,22277,Ready,2021,1
1005,274,22775,Ready,2021,1
1811,262,21778,Ready,2021,1
816,221,18370,Ready,2021,1
1086,285,23690,Ready,2021,1
1300,122,10141,Ready,2021,1
912,148,12302,Ready,2021,1
912,148,12302,Ready,2021,1
672,171,14214,Ready,2021,1
912,154,12801,Ready,2021,1
912,159,13217,Ready,2021,1
672,238,19783,Ready,2021,1
960,153,12718,Ready,2021,1
672,171,14214,Ready,2021,1
912,152,12635,Ready,2021,1
912,148,12302,Ready,2021,1
912,147,12219,Ready,2021,1
1515,231,19201,Ready,2021,1
1014,247,20531,Ready,2021,1
753,266,22110,Ready,2021,1
991,254,21113,Ready,2021,1
957,165,13715,Ready,2021,1
957,167,13882,Ready,2021,1
957,162,13466,Ready,2021,1
1120,179,14879,Ready,2021,1
2592,164,13632,Ready,2021,1
1094,238,19783,Ready,2021,1
706,205,17040,Ready,2021,1
1001,205,17040,Ready,2021,1
1454,240,19949,Ready,2021,1
1048,337,28012,Ready,2021,1
945,250,20780,Ready,2021,1
2142,210,17456,Ready,2021,1
1496,220,18287,Ready,2021,1
990,191,15876,Ready,2021,1
990,191,15876,Ready,2021,1
1370,204,16957,Ready,2021,1
1896,200,16624,Ready,2021,1
1459,300,24936,Ready,2021,1
1459,298,24770,Ready,2021,1
1513,221,18370,Ready,2021,1
2492,239,19866,Ready,2021,1
1440,229,19035,Ready,2021,1
738,257,21362,Ready,2021,1
1376,200,16624,Ready,2021,1
1348,208,17289,Ready,2021,1
864,313,26017,Ready,2021,1
1677,355,29508,Ready,2021,1
531,298,24770,Ready,2021,1
897,188,15627,Ready,2021,1
893,179,14879,Ready,2021,1
620,208,17289,Ready,2021,1
990,191,15876,Ready,2021,1
1302,227,18869,Ready,2021,1
1100,208,17289,Ready,2021,1
505,228,18952,Ready,2021,1
501,279,23191,Ready,2021,1
1443,236,19617,Ready,2021,1
840,339,28178,Ready,2021,1
1461,315,26183,Ready,2021,1
1357,230,19118,Ready,2021,1
813,160,13300,Ready,2021,1
1746,246,20448,Ready,2021,1
579,246,20448,Ready,2021,1
868,183,15211,Ready,2021,1
2041,238,19783,Ready,2021,1
2173,151,12552,Ready,2021,1
